num,code,url,status_code,launch_date,year,month,launch_vehicle,launch_site,
159,2021-031H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031H,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
160,2021045AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AF,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
161,2021031AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AF,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
162,2021-031N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031N,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
163,2021031AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AE,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
164,2021031AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AD,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
165,2021031AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AG,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
166,2021-031J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031J,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
167,2021031AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AC,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
168,2021-031G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031G,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
169,2021031AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AA,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
170,2021031AL,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AL,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
171,2021031AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AH,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
172,2021-031Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031Q,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
173,2021031AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AB,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
174,2021-031R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031R,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
175,2021-031S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031S,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
176,2021-031T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031T,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
177,2021031AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AJ,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
178,2021031AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AK,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
179,2021-031F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031F,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
180,2021-045W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045W,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
181,2021-045A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045A,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
182,2021045AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AA,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
183,2021-045Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045Z,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
184,2021-045X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045X,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
185,2021045AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AK,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
186,2021045AL,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AL,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
187,2021031AM,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021031AM,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
188,2021-031E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031E,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
189,2021-031P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031P,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
190,2021-031Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-031Y,200,2021-04-25,2021,4,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
191,2021-045Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045Y,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
192,2021-045J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045J,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
193,2021-045B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045B,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
194,2021045AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AD,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
195,2021045AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AJ,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
196,2021045AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AC,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
197,2021045AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AB,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
198,2021-045P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045P,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
199,2021-045N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045N,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
200,2021-045C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045C,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
201,2021-045R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045R,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
202,2021-045Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045Q,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
203,2021045AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AE,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
204,2021-045S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045S,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
205,2021-045E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045E,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
206,2021045AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AG,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
207,2021-045D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045D,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
208,2021-045T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045T,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
209,2021045AM,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AM,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
210,2021-045U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045U,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
211,2021-045G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045G,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
212,2021-045F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045F,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
213,2021-045H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045H,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
214,2021-045K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045K,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
215,2021-045M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045M,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
216,2021-045V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045V,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
217,2021-045L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-045L,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
218,2021045AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021045AH,200,2021-05-28,2021,5,Soyuz-2.1b,Vostochny Cosmodrome, Russia<
219,2021-061A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061A,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
220,2021-061B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061B,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
221,2021-061C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061C,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
222,2021-061D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061D,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
223,2021-061E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061E,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
224,2021-061F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061F,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
225,2021-061G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061G,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
226,2021-061H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061H,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
227,2021-061J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061J,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
228,2021-061K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061K,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
229,2021-061L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061L,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
230,2021-061M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061M,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
231,2021-061N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061N,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
232,2021-061P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061P,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
233,2021-061Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061Q,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
234,2021-061R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061R,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
235,2021-061S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061S,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
236,2021-061T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061T,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
237,2021-061U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061U,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
238,2021-061V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061V,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
239,2021-061W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061W,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
240,2021-061X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061X,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
241,2021-061Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061Y,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
242,2021-061Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-061Z,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
243,2021061AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AA,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
244,2021061AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AB,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
245,2021061AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AC,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
246,2021061AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AD,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
247,2021061AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AE,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
248,2021061AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AF,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
249,2021061AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AG,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
250,2021061AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AH,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
251,2021061AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AJ,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
252,2021061AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AK,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
253,2021061AL,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AL,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
254,2021061AM,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021061AM,200,2021-07-01,2021,7,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
255,2021-075A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075A,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
256,2021-075B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075B,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
257,2021-075C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075C,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
258,2021-075D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075D,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
259,2021-075E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075E,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
260,2021-075F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075F,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
261,2021-075G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075G,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
262,2021-083A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083A,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
263,2021-075H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075H,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
264,2021-075J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075J,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
265,2021-075K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075K,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
266,2021-075L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075L,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
267,2021-075M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075M,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
268,2021-075N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075N,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
269,2021-075P,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075P,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
270,2021-075Q,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075Q,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
271,2021-075R,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075R,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
272,2021-075S,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075S,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
273,2021-083B,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083B,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
274,2021-075T,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075T,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
275,2021-075U,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075U,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
276,2021-083C,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083C,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
277,2021-083D,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083D,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
278,2021-075V,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075V,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
279,2021-075W,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075W,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
280,2021-075X,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075X,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
281,2021-075Y,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075Y,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
282,2021-075Z,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-075Z,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
283,2021075AA,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AA,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
284,2021075AB,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AB,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
285,2021075AC,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AC,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
286,2021075AD,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AD,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
287,2021075AE,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AE,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
288,2021075AF,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AF,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
289,2021075AG,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AG,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
290,2021-083E,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083E,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
291,2021-083F,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083F,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
292,2021-083G,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083G,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
293,2021075AH,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AH,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
294,2021-083H,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083H,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
295,2021-083J,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083J,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
296,2021-083K,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083K,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
297,2021-083L,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083L,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
298,2021-083M,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083M,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
299,2021075AJ,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AJ,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
300,2021075AK,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021075AK,200,2021-08-21,2021,8,Soyuz-2.1a/Fregat,Tyuratam (Baikonur Cosmodrome,
301,2021-083N,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-083N,200,2021-09-14,2021,9,Soyuz-2.1b/Fregat,Tyuratam (Baikonur Cosmodrome,
302,2021-090A,https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-090A,200,2021-10-14,2021,10,Soyuz-2.1b/Fregat,Vostochny Cosmodrome, Russia<
