num;code;url;status_code;launch_date;launch_vehicle;launch_site;
3010;2022099AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022099AM;200;2022-08-12;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3011;2022099AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022099AQ;200;2022-08-12;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3012;2022099AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022099AH;200;2022-08-12;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3013;2022-101K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101K;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3014;2022-101M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101M;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3015;2022-101L;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101L;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3016;2022-101N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101N;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3017;2022-101J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101J;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3018;2022-101S;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101S;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3019;2022-101T;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101T;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3020;2022-101W;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101W;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3021;2022-101U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101U;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3022;2022-101V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101V;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3023;2022-101C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101C;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3024;2022-101D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101D;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3025;2022-101F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101F;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3026;2022-101Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101Q;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3027;2022-101P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101P;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3028;2022-101E;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101E;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3029;2022-101H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101H;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3030;2022-101R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101R;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3031;2022-101G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101G;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3032;2022101AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AH;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3033;2022101AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AB;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3034;2022101AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AC;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3035;2022101AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AG;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3036;2022-101B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101B;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3037;2022101AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AE;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3038;2022101AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AF;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3039;2022101AD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AD;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3040;2022101AJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AJ;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3041;2022-101A;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101A;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3042;2022-101X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101X;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3043;2022101AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AA;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3044;2022-101Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101Y;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3045;2022-101Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-101Z;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3046;2022101AY;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AY;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3047;2022101AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AV;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3048;2022101BA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101BA;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3049;2022101BC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101BC;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3050;2022101AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AX;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3051;2022101BD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101BD;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3052;2022101AZ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AZ;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3053;2022101AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AN;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3054;2022101AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AK;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3055;2022101AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AM;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3056;2022101AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AL;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3057;2022101AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AQ;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3058;2022101AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AR;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3059;2022101AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AP;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3060;2022101BE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101BE;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3061;2022101BB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101BB;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3062;2022101AU;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AU;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3063;2022101AT;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AT;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3064;2022101AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AW;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3065;2022101AS;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022101AS;200;2022-08-19;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3066;2022104BB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BB;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3067;2022104BD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BD;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3068;2022104AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AQ;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3069;2022104AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AL;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3070;2022104AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AM;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3071;2022104BA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BA;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3072;2022104AZ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AZ;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3073;2022104BF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BF;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3074;2022-104U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104U;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3075;2022-104V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104V;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3076;2022104AY;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AY;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3077;2022104AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AX;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3078;2022104BC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BC;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3079;2022104AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AR;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3080;2022104AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AN;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3081;2022104BE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104BE;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3082;2022104AU;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AU;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3083;2022104AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AV;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3084;2022104AS;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AS;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3085;2022104AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AF;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3086;2022104AT;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AT;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3087;2022104AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AP;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3088;2022104AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AG;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3089;2022104AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AE;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3090;2022104AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AW;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3091;2022104AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AK;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3092;2022104AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AH;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3093;2022-104Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104Y;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3094;2022104AJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AJ;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3095;2022-104W;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104W;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3096;2022-104Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104Q;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3097;2022-104Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104Z;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3098;2022104AD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AD;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3099;2022104AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AC;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3100;2022104AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AB;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3101;2022104AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022104AA;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3102;2022-104X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104X;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3103;2022-104M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104M;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3104;2022-104J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104J;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3105;2022-104F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104F;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3106;2022-104E;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104E;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3107;2022-104B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104B;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3108;2022-104D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104D;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3109;2022-104P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104P;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3110;2022-104L;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104L;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3111;2022-104N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104N;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3112;2022-104G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104G;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3113;2022-104K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104K;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3114;2022-104H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104H;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3115;2022-104C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104C;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3116;2022-104S;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104S;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3117;2022-104A;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104A;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3118;2022-104R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104R;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3119;2022-104T;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-104T;200;2022-08-28;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3120;2022-105T;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105T;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3121;2022-105Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105Q;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3122;2022-105E;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105E;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3123;2022-105C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105C;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3124;2022-105B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105B;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3125;2022-105D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105D;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3126;2022-105F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105F;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3127;2022-105V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105V;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3128;2022105AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AG;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3129;2022-105G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105G;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3130;2022105AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AK;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3131;2022105AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AA;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3132;2022105AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AL;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3133;2022-105Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105Z;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3134;2022-105U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105U;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3135;2022-105L;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105L;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3136;2022105AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AB;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3137;2022-105R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105R;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3138;2022-105W;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105W;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3139;2022-105Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105Y;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3140;2022-105M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105M;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3141;2022-105X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105X;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3142;2022-105J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105J;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3143;2022105AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AQ;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3144;2022-105K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105K;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3145;2022-105H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105H;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3146;2022-105S;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105S;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3147;2022-105P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105P;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3148;2022-105N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105N;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3149;2022105AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AV;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3150;2022105AT;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AT;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3151;2022105AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AX;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3152;2022105AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AR;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3153;2022105AU;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AU;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3154;2022105AS;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AS;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3155;2022105AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AW;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3156;2022105AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AF;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3157;2022105AD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AD;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3158;2022105AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AC;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3159;2022105AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AE;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3160;2022-105A;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022-105A;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3161;2022105AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AN;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3162;2022105AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AM;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
3163;2022105AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2022105AP;200;2022-08-31;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
