num;code;url;status_code;launch_date;launch_vehicle;launch_site;
1690;2021044AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AE;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1691;2021044AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AB;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1692;2021-044N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044N;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1693;2021-044M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044M;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1694;2021-044Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044Y;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1695;2021-044K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044K;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1696;2021-044G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044G;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1697;2021-044U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044U;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1698;2021-044F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044F;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1699;2021044AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AL;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1700;2021044AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AH;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1701;2021-044Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044Z;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1702;2021044AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AC;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1703;2021044AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AM;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1704;2021044AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AN;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1705;2021044BM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BM;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1706;2021-044X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044X;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1707;2021044AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AR;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1708;2021-044R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044R;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1709;2021044AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AV;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1710;2021044AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AA;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1711;2021-044Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044Q;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1712;2021-044P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044P;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1713;2021-044J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044J;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1714;2021-044H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044H;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1715;2021-044V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044V;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1716;2021044AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AF;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1717;2021-044C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044C;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1718;2021044AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AP;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1719;2021044AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AG;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1720;2021-044B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044B;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1721;2021044BE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BE;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1722;2021044AY;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AY;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1723;2021044BC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BC;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1724;2021044AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AW;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1725;2021044AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AK;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1726;2021044AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AQ;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1727;2021044BJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BJ;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1728;2021044BF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BF;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1729;2021044AZ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AZ;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1730;2021044BG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BG;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1731;2021044BL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044BL;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1732;2021-044D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044D;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1733;2021044AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AX;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1734;2021-044A;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-044A;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1735;2021044AJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021044AJ;200;2021-05-26;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1736;2021-082N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082N;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1737;2021082BB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082BB;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1738;2021082AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AV;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1739;2021082AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AR;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1740;2021082AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AW;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1741;2021-082U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082U;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1742;2021082BC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082BC;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1743;2021082AD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AD;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1744;2021082AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AM;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1745;2021-082V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082V;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1746;2021082AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AP;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1747;2021-082H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082H;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1748;2021082AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AF;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1749;2021-082K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082K;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1750;2021-082J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082J;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1751;2021082BD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082BD;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1752;2021082AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AB;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1753;2021082AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AA;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1754;2021082AY;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AY;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1755;2021-082T;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082T;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1756;2021-082Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082Z;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1757;2021-082F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082F;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1758;2021082AS;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AS;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1759;2021-082D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082D;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1760;2021-082E;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082E;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1761;2021082AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AH;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1762;2021-082Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082Y;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1763;2021082AJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AJ;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1764;2021082AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AE;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1765;2021-082G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082G;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1766;2021082AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AC;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1767;2021082BA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082BA;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1768;2021082AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AX;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1769;2021082AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AK;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1770;2021082AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AN;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1771;2021-082C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082C;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1772;2021082AU;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AU;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1773;2021-082M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082M;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1774;2021082AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AG;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1775;2021-082B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082B;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1776;2021-082Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082Q;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1777;2021082AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AQ;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1778;2021-082X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082X;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1779;2021082AZ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AZ;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1780;2021-082W;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082W;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1781;2021082AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AL;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1782;2021082AT;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021082AT;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1783;2021-082P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082P;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1784;2021-082S;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082S;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1785;2021-082L;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082L;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1786;2021-082R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-082R;200;2021-09-14;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1787;2021104AG;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AG;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1788;2021104AE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AE;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1789;2021-104B;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104B;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1790;2021104AB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AB;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1791;2021104AS;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AS;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1792;2021104AL;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AL;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1793;2021104AQ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AQ;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1794;2021104AJ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AJ;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1795;2021104AH;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AH;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1796;2021-104N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104N;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1797;2021-104L;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104L;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1798;2021-104P;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104P;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1799;2021-104U;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104U;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1800;2021104AR;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AR;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1801;2021104AD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AD;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1802;2021-104M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104M;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1803;2021-104W;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104W;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1804;2021104AP;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AP;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1805;2021-104X;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104X;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1806;2021104BA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104BA;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1807;2021104AV;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AV;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1808;2021104AN;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AN;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1809;2021104AU;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AU;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1810;2021104AK;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AK;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1811;2021104AX;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AX;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1812;2021104AF;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AF;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1813;2021-104V;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104V;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1814;2021104BB;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104BB;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1815;2021-104J;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104J;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1816;2021104AC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AC;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1817;2021-104S;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104S;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1818;2021104AM;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AM;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1819;2021104AT;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AT;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1820;2021-104Y;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104Y;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1821;2021-104T;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104T;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1822;2021104BE;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104BE;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1823;2021104BD;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104BD;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1824;2021-104E;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104E;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1825;2021104AZ;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AZ;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1826;2021-104G;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104G;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1827;2021-104C;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104C;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1828;2021-104R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104R;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1829;2021104AW;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AW;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1830;2021-104A;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104A;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1831;2021-104Z;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104Z;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1832;2021-104K;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104K;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1833;2021104BC;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104BC;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1834;2021-104F;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104F;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1835;2021104AA;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AA;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1836;2021-104H;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104H;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1837;2021104AY;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021104AY;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1838;2021-104Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104Q;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1839;2021-104D;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-104D;200;2021-11-13;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1840;2021-115M;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-115M;200;2021-12-02;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1841;2021-115Q;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-115Q;200;2021-12-02;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1842;2021-115N;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-115N;200;2021-12-02;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
1843;2021-115R;https://nssdc.gsfc.nasa.gov/nmc/spacecraft/display.action?id=2021-115R;200;2021-12-02;Falcon 9 Full Thrust;Cape Canaveral, United States<br/><;
